,Reviews,polarity_value,Sentiment
483,like thank great service handicap family afraid trip flying layover London hours change terminals thanks great service trip amazing took great care sure flight,0.9826,positive
484,connected Madrid Iberia wrote scathing review awful long haul business class service British Airways short haul business class totally different class cabin 10 rows seats BC record staff met door cheerful way sign highly professional way continue look flight messaging cabin crew flight crew excellent food class staff oh members company offer different levels sift hard service thought ingrained ethics company British Airways good work better proper business class seats like European competitors overall feel proud Brit,0.9349,positive
485,flew Dubrovnik Heathrow 24th April 2022 Check fast cleared security 15 minute way lounge basic essentials clean spacious boarding time came priority boarding board welcomed cabin crew given wipes seated left tme safety brief taxiing airborne soon time drinks meal services choice 3 main meal options good served friendly crew captain kept informed progress journey arrived Heathrow slightly early Overall pleasant trip flying British Airways,0.9667,positive
486,chosen big deal poor service delays dirty aircraft packed lounges cabin crew etc experienced years lost patience airline paid 1K extra change return flight family flight specific time BA cancelled placed flight 10 hours later option available flights business class lounge LHR packed hardly space aircraft filthy food wrapping papers seat floor seats uncomfortable Food business class passengers included bread rolls passed basket poor level hygiene overcrowding delays cancellations makes worst airline endure,-0.959,negative
487,Business lounge closed Pisa airport probably control British Airways closed January British Airways issued customers paid service vouchers airport complained BA compensation said credit account 10000 Avios points felt adequate compensation point felt BA handled situation prompt professional manner seven weeks ago Avios points added account called centre multiple times point hold hour right department phone answered told wrong department phone number read number calling scenario replayed probably times clear BA intention resolving making customer round circles airline absolutely appalling way treats customers,0.1796,positive
488,Good Friday flight delayed 5hours STD 12 50 ATD 18 00 Durban South Africa Johannesburg announcements approached time frame given simply didnt know aircraft towed hanger Johannesburg Crew arrived late aircraft filthy shall fly Comair includes Kulula BA absolutely shocking service,-0.2484,negative
489,trip 4 flights included 4 flights delayed worst 2h15min flight cancelled rebooked 4h earlier flight loosing 4h short vacation explanation compensation given cancelled flights delays expected lot better earlier BA good results bad experience avoid BA travels,-0.836,negative
490,time new Club World suite Excellent lots space privacy good seat doubt bettered Good staff quibble food served BA needs roll quickly,0.7906,positive
491,Incredible rude check staff British Airways counter Nice 16th April 2022 Zero empathy struggling customer Second situation happened arrived Nice Terminal 1 BA0262 13 April luggage flight details delivery luggage arrived Nice airport day received email AVIA Partner lost found British Airways Partner 13 14PM informing luggage arrived Nice multiple emails forth emphasis strongly expressing clothes shoes wear 3 short days Monaco vital received luggage ASAP lady replied important come pick airport send driver pick despite fact proper delivery address supplied beginning appalling experience,0.6908,positive
492,booked business class flight Qantas Melbourne Glasgow London Qantas fly Heathrow British Airways partner airline automatically booked BA Heathrow Glasgow booked flight October 2 days leave received email British Airways advising flight Heathrow Glasgow cancelled help email said booked flight leaving London City Airport 26 miles Heathrow Airport flight going Edinburgh Glasgow sure supposed Glasgow additionally economy business class booked business class originally booked connecting flight British Airways know travelled 22 hours Australia mention email compensation change class additional travel costs getting airport possibly accepting flight given obviously going work contact details British Airways sent email Good Friday eventually find contact number office closed experienced terrible customer service airline flow guarantee fly British Airways,0.7579,positive
493,service good cabin crew kind boarding quick aircraft size seat comfortable economy A380 walls expanding outwards floor lot space food good airplane food bad thing ife screen outdated wasnt good quality large selection movies TV shows,0.8979,positive
494,Total chaos departures immigration Malaga Airport Boarding quick polite welcome cabin crew Beverage cart prompt followed lunch choice 3 entrees Food best described wholesome meeting quality levels Air France Swiss Lufthansa short haul business class meals Menu missing like aspects experience BA cut lot Covid reintroduced wouldnt mind European trips 2022 BA charging 3 times fare levels 2019 overall value money poor WiFi work start finish flight Crew said worked way Captain contacted London fixed return BA shambolic blaming far Covid time took responsibility failings,-0.6597,negative
495,Shout help desk Heathrow arrived late flight lady 32 years exp great tough crowd deal kind helpful getting place stay food eat flight home day,0.91,positive
496,constantly amazed British Airways continue things wrong pretty covered bases 15 years living UK watched decline great sadness flight Paris exception flight late overcrowded managed disinterested staff sat tarmac boarded hour waited catering loaded left gobsmacked barely offer food service small packet crisps smaller bottle water 45 minute flight wondered thought good operational planning delay plane load passengers 6 people business class speedily eat poor quality meal flight Paris transpired 90 minutes late missed meeting flying Paris attend,0.2023,positive
497,short haul flights best crew final leg giving excellent service hope chose flights carefully booked flights Club World Suits Ying Yang arrangement offer minute aircraft changed ying yang pensioned ages ago business class offer 4 layout squeezes 8 long haul leisure trip year Business Class lose Points game exception paid non refundable basis allowed reserve seats points gained trip allowed Bronze status given status trip useless status allowed book seats 7 days prior departure available 24 hours available long haul return flight unable book window seat boarding doors closed window seat vacant asked told FA check happened passenger moved economy seat Judging interaction bet Staff Travel think disgraceful fare paying passenger treated like 1930 hrs offered drinks service supper told order drink delivered tray meal meal cold time ate summary fly BA half chance going airline,0.936,positive
498,comfortable new suite flight great service good food Crew wonderful New seat great shoulder strap uncomfortable Entertainment great Wifi annoying cutting needing constant reconnecting Generally positive experience,0.9744,positive
499,British Airways terrible airline dealt caused family extreme stress disappointment tried week speak changes online hang time driven despair treatment customers check online application sucks better trying code app probably work better time try check taken page says verify documents app website verified ready upgrade pay upgrade says guaranteed check airport online work different seat paid lower class offer return hope misfortune getting stuck flying British Airways,-0.7506,negative
500,British Airways terrible airline dealt caused family extreme stress disappointment tried week speak changes online hang time driven despair treatment customers choice cancel chance life time trip booked 2 18 year old boys flying airline Japan BA cancelled trip rebook online trip booked avios companion vouchers,-0.91,negative
501,BA getting real bashing forum thought Id buck trend report virtually flawless experience short hop EDI LCY BA8703 Monday Easy check decent lounge experience amiable staff forced serve barriers clean plane left time ridiculous legroom 2D bulkhead seat lots space 1A C reasonable cooked breakfast served attentive capable CSM arrived 15 mins earlier scheduled Whats like overall experience vast majority BA experiences 25 years thought nice read positive review,0.9313,positive
502,New Club Suites amazing let bed little firm pillow comfortable pillow Food ok better BA past understand single tray OK cabin crew brilliant surprised dinner crew come round beverages bottled water BA great hard product suspect soft product improve Covid restrictions issue BA,0.9749,positive
503,small plane busy route Service good food Ran lot options left good Cabin crew BA actually friendly,0.8402,positive
504,BA continue charge premium disgusting service provided people shouldnt customer service tired dirty cramped aircraft 11 flights year managed depart arrive destinations time Including 3 business class tickets cancelled alternative economy offered refunds 3 months flight late missed connection BA cancelled rest ticket leaving stranded,-0.844,negative
505,Flew BA0254 Bridgetown Heathrow old Club Class huge disappointment going new Club Class suites end awful yin yang seating cant come soon tried pay BAs extortionate pre booking rate seats left choose weeks ahead wife stuck middle 2 seats 4 13E F Good job overnighter managed sleep bit climb neighbours March film selection good particularly friendly FA insisted face masks worn BAs policy changed flying non mask wearing destination ie London Sort BA Took 20 minutes late big tailwind time relatively smooth flight Dinner bad breakfast fairly dire wifes smoked salmon bagel dreadful usual BA good good bad awful recommend hesitatingly come BA great pay lot premium seats,-0.6915,negative
506,worst budget airline Far worse Ryanair refuse fly basically free BA charge 10x budgets worst service Spent hour checking outdated computers crashed left sat plane 2 hours connect internet left 50 luggage refund flights waited 10 mins luggage trolleys arrive took days return cost 100s return sat nearly hours sign luggage know company incompetent pursuing compensation free flights Amex worth going,-0.8442,negative
507,actual flights fine staff 3 flights ZRH LHR GVA LHR LHR ZRH 2 Economy absolutely fine chatty friendly credit company infrastructure appalling ZRH LHR impossible check online 2 staff check 2 flights resulting mislabelled luggage hour delay sort GVA LHR 2 5hrs late LHR tow aircraft gate LHR ZRH 50mins late slow gate staff check online queue airport actual boarding pass examples reason sort stressed ground staff impossible recommend airline Onboard 10 10 getting onboard 1 10,0.6077,positive
508,flown economy BA years shock Hard uncomfortable seats small aged tv screens limited inflight entertainment Food service appalling 13hr plus flight socks eye shades ear plug amenity pack antibacterial wipes offered Wi Fi advertised available flight Paid premium money budget airline akin Easy Jet RyanAir JetStar time travelling BA 18 years flying BA need buck service flagship Service,-0.4404,negative
509,Flew Barbados 16 March BA 255 new Club Class suite huge improvement old yin yang Club Class unfortunately endured way Comfortable big TV screen high quality picture good headphones plenty nooks crannies storing small items private Nice friendly FAs called pretty good drinks service good dinner served let poor best choice movies flight entertainment system Thank goodness latest James Bond movie showing Took landed time Smooth flight letdown usual extortionate fee charged pre booking seat Come BA stop nickel diming spoils good Business Class product pay bit privilege recommend usual caveats,0.9882,positive
510,poor flight Cape Town London chaos Cape Town Airport passenger handling incredibly long queues security passport control taking nearly hours total arrived lounge somewhat frazzled happy find quiet area decent wine appropriate food choices break boarding flight Boarding went seated offered small half glass champagne captain announcement aboard ahead schedule flight time shorter scheduled unfortunately mean arrival early land 6 00 lifting overnight jet ban Heathrow wait ground half hour big deal captain announced issues Heathrow compile necessary paperwork delayed indefinite period delay uncertain duration hoped offering champagne beverage particularly Business Class forthcoming event permitted soon crew distributed menus PA changes main courses drinks order taken pre dinner drinks main course dinner choice wine dinner Drinks nuts served circa 45 minutes case small measure white wine pleasant decent sized tumbler husband half glass champagne Dinner arrived single tray small measure red wine tumbler food looked bland unappetising tasted cheese small pieces sitting greasy pool vinegary chutney wine offered ask second glass provided individualised basis coffee served hit mild turbulence flight 11 hours duration snacks beverages offered prior breakfast provided separately passenger showed signs awake Breakfast slightly edible dinner Coffee tea offered individual mug orange juice available request Cabin crew largely absent cabin meal services said extremely pleasant suitably responsive requests individual items Come British Airways need better meet customer expectations compete airlines similar routes cost business class ticket passengers enjoying additional space seat comfort flatbed benefit economy ticket 25 price paid premium cabin Time flying Business Class real treat longer case,0.9497,positive
511,main complaint limited food served bland barely edible far worst experienced compared airlines past staff friendly rarely seen meals snacks offered flight different airline past 14 hours flying breakfast offered tiny cold stale Ham cheese roll small plain yoghurt couple Oreos decide fly suggest bring food certainly return flight use British Airways,-0.3262,negative
512,Complete utter chaos Heathrow Surely CEO Sean Doyle responsibility step aside consistent continuous problems cause flights cancelled delayed queue Wing check 10am today 1 hour subsequent flight Malaga 1 5 hrs late leaving gate Updated delays 3 times strangely person apologised said sorry BA think normal practice nowadays Emerald OneWorld wish alternative BA intolerable flying 55 years BEA BOAC days,-0.7003,negative
513,Feb 25 2022 airport 3 hours early flight Dublin waited line 3 hours check luggage learn flight delayed 3 hours connecting flight London trying customs wouldnt let boarding plane going happening 30 minutes told wait customer service line hour found gone customs connecting flight London Dublin delayed hour time told information doors close available flight Dublin 2 27 late evening said forced stay night London talking British Airways manager informed BA reimburse hotel flight Dublin regardless airline clothes losing bags excursions transportation issue spend multiple days shopping clothes lost days booked explore country buy extra suitcase new clothes received went 4 days lost bags finally got home submitted claims like told days declined asked contact talk somebody declined tried reach social media passive aggressive messages refuse pay new flight Dublin transportation airport London hotel London clothes buy lost bags 4 days extra luggage fee extra clothes buy customer support impossible direct response,-0.886,negative
514,British Airways process upgrading 777 fleet new Club Suite BA59 16 yrs old packed like sardines Club World product lounge CPT bursting seams food orders passengers left time food arrived boarding surprised find menu amenity kit bottle water placed storage drawer suspect cynical time saving initiative BA Frustratingly menu turned incorrect replacement dishes probably worst encountered business class airline drinks run cancelled warning spurious basis passenger nut allergy hard avoid suspicions cabin crew economical truth Apart turbulent ride flight uneventful arrival slightly ahead schedule Baggage handling atrociously slow,-0.9287,negative
515,flew Funchal Madeira yesterday Madeira COVID restrictions entry BA asked upload NHS vaccination passes check online received OK hour later husband check online arrive Heathrow 2 hours departure stood long queue check 3 desks open queue approx 100 travellers people went breaks disappeared desk open queue barely moving went complain BA staff said manager told people coming blonde lady walked ages shepherding travellers queue sitting desk man later likewise making wonder simply worked desks beginning stood queue good hour running security queue thankfully moved quickly hurriedly bought sandwich walked departure gate stood bus plane experience extremely stressful took best 2 hours time sit plane completely unnecessary able check online happened husband vaccination pass fine required Madeira think systems failure received email yesterday morning saying pass order previously told check online unnecessary BA staffed desks properly queue moved staff member told BA laid lots staff lock begging return treated badly want flight fine time given bag crisps bottle water fine praise worthy,0.9112,positive
516,Absolutely bad experience British Airways bookings past years cancelled understand Covid 19 unexpected today got surprise flight Antalya 2022 cancelled explanation given definitely book,-0.4576,negative
517,Flew BA LHR AUS 787 9 outbound leg A350 1000 return leg Seats comfortable Staff service inbound leg disappointing Safety briefing missed LHR AUS route LHR AUS boarding time flight flew time landed time AUS LHR boarding hour late left hour late landed hour late Food quality legs fit human consumption Wife ordered veg meal served cold legs flight entertainment outbound leg bad 2 3 screens working return leg worked fine A350 1000 brand new Good quality sleep legs good Check LHR flawless incident Check AUS rotten queued number 4 line waited 1 hour staff check clear staff quality Austin poor passengers appear passenger locator form ready VeriFly app ready vaccine detail ready looked business premium economy class legs paying business class premium economy appear worth Baggage received fine AUS LHR took ages return option airline fly BA,0.9524,positive
518,food awful night early morning flight started offer terrible chicken wrap thing Terrible went Traditional Breakfast disgusting sausage inedible hash browns rubbish BA,-0.9118,negative
519,believe audacity Class check staff Singapore abrupt unhelpful official BA lounge Singapore closed cheap generic alternative pay pounds Suffice pleasant Onboard like middle bad comedy sketch believe stewardess class training ask slippers drink took nearly hour arrive despite 8 passengers serve poor woman sat ordered wine came filled brim mean Class student house party knowledge wines menu food awful steak dry cooked tough whichever catering manger signed canap soggy mushroom chunk polenta sacked immediately cheese port nice worst thing constant galley noise cart stowage immediately seat 1K night appeared incapable shutting slamming stored personal belongings bin immediately seat seat designed personally happy Club,0.6065,positive
520,London Dubai Family 6 kids 10 6 years old savvy travelers holidays excited BA time disappointment desperation eaten Dublin morning 7am time eat LHR thought usually 1 hour flight 3 5 hours served food Food fine special issues beverage attention kids youd expect airlines kids book good Movies outdated watched overall medium experience,0.6249,positive
521,think number crises BA incurs emergency planning fine art flew BA 2017 yes weekend crisis swore ended purchasing ticket Aug 2018 Bologna BA cancelled flight covid hit ended voucher Fast forward Feb 26th 2022 Received message 5 30am 30mins LHR flight cancelled Arrived airport wandering seeking answers staff told online bit difficult BA systems ring BA Ha Ha home helpful live hours LHR miracle app sprung life managed 10 seats evening flight Sat arrivals coffee shop soon ran seats 12 00 midday trying airside use lounges allowed departures hours prior flight supposedly crowds Pointed BA provided refreshments told claim Eventually got departures security BA customer services note oxymoron consistent queue 20 people BA cancelling rearranging flights passengers airside Boarded flight 45mins late Sat tarmac pilot told delay trying reconcile luggage took given small bottle water cereal bar hour flight purport class airline fact Ryanair finesse staff fine miserable treated badly like remind best difficult situation passengers aircraft cramped worn reluctant use Egyptair flew home new aircraft good entertainment system provided hot meal snack price BA ticket earth BA justify prices management sacked ultimately blame ruination airline,-0.4767,negative
522,use BA long haul flight experience flight LHR MLE bad apart screaming child return good experience provided drink boarded forgotten happened times flight think crew Premium Economy young experienced leaving experienced ones Business Actually think BA care Business customers cabins getting larger classes ran food choice 8 rows cabin large cabin ran wine straight food service food 7hrs apart couple biscuits kitchen fed 1 5hrs landed 11 5hr flight soggy roll containing 2 slices cucumber 2 slices tomato BA care anymore little people,0.4939,positive
523,British Airways getting worse worse flight 8 mins late Luggage taking hours arrive communication whatsoever cant reached phone answer delays emails app crashing times change aircraft notice pay seat staff,-0.7843,negative
524,Paid 3 business class seats London New York Got downgraded airport check overbooked business class provide compensation refund Told customer service submit form Unbelievable Unacceptable,-0.296,negative
525,Absolutely shambolic customer service lounges Heathrow outdated service terrible waited hour chosen food drink order brought Ended getting told board product average,-0.4767,negative
526,flight Athens different airline delayed causing miss flight home understand required help delayed flight different airline Whats worse went ahead canceled tickets connecting flight able based flight found causing buy expensive tickets home resulted overnight layover buy hotel room ridiculously expensive minute tickets absolute worst customer service dealt flying,-0.8834,negative
527,Flight took hours late described shambles airport airbridge aircraft acceptable aircraft better outbound flight screen small serving 2 3rd cabin choice vegetarian dish chicken dish economy cabin airline know vegetarians order meal include choice offer roll ham cheese breakfast 12 hour flight cost saving hot breakfast offered 90 minutes connecting flight late arrival staff aware Whilst let passengers flight staff assist getting flight struggle connecting flight arriving Glasgow got txt bags flight time BA premium likely,0.4404,positive
528,mistake booking BA Got email contact discuss Took 30 contact attempts spanning 7 hours resolved Absolutely shambolic customer support experienced waiting promised 2 weeks ago,0.5809,positive
529,economy cabin surprisingly underpopulated flight 30 passengers business class quarters Boarding mercifully quick schedule Sadly BA59 makes use old Club World product like step time experiencing new Club Suite BA42 43 good points old Club World drawer capable taking laptop comfortable seat flat embarrassment tiny poorly responsive screen belief Service perfunctory meal service conformed current overly cautious post Covid requirements served time mean meal relatively speedily lacklustre experience contrast BAs competitors smacks continued cost cutting Queues toilets business class unacceptable times limited attention paid keeping clean Arrival schedule Covid paperwork processing meant hour able collect baggage,0.7351,positive
530,British Airways continues downhill flew business class experience like economy 20 years ago glass champagne packed 3x3 seats issue day Seat pitch width economy Gone little pretend tables middle seat illusion style food dreadful flight service unsophisticated BA acceptable European business class European airlines offer better flight experience business class comparison BA taking premium frequent flyers granted treating like mugs miss politeness old BA business class 5 years ago look forward small gestures like hanging coat giving hot towel nice food served galley manky trolley COVID reason years cost cutting result dreadful,0.8718,positive
531,Outstanding warm smiling welcome board flight excellent flight crew friendly attentive professional Detailed announcements flight deck Food wine good Premium Economy product BA good Comfortable seats foot leg rests decent recline FR superior airline Atlantic routes,0.984,positive
532,British Airways scrapped mandatory wearing face masks onboardflights pretend publicly policy remains BA454 London Malaga 25th February 6 visible rows 7 24 passengers wearing face masks long meal drinks service cleared remained like landed deplaned Cabin crew frequently aisles word said non compliant passengers left aircraft staff bidding farewell guess scared remind people follow rules,-0.0258,negative
533,BA got wrong 6 hours delay food voucher 4 pounds information advice staff serve waiting passengers attitude passenger dispensable commodity,-0.6597,negative
534,episode unmitigated shambles comes customer service day Storm Eunice English half term holidays getting underway allowances accept delays fact compounded late cancellation raft flights domestic European destinations evening Saturday 19 February operational reasons pitiful rebook BA website Instead passengers compelled queue Gate A17 LHR possibly rebook provided accommodation overnight BA cabin crew helpful customer services South Lounge simply directed passengers growing queues A17 disgrace,0.3612,positive
535,Check IAD quick easy Lounge Washington BA lounge good Sound pre flight food offerings overnight flight Flight time boarded promptly eaten opted sleep dinner breakfast service wanted slept time arrival quickly T5 arrivals lounge excellent,0.8591,positive
536,old planes poor food minimal leg room economy Check procedure online work fellow travellers Special meal request given weeks advance food allergy ignored spoke BA customer service representative soon landed Heathrow said help referred telephone line said referred online complaints form trying weeks raise concern food allergies prevent happening reply complaints website Twitter Telephone hotline currently unavailable,-0.6486,negative
537,booked BA return flight hour way Club Class paying 700 euro 2 persons asked pay 96 euro choose seats business business class ticket fee seat disengaged management model,-0.1027,negative
538,BA got right Allowed evening check allowed lots time staff help paperwork needed travel day travel half term Airport busy spite security lounge 5 minutes Lounge clean staff proactive food served quickly Good range drinks Easy transfer C gates Aircraft ready boarding quick organised Pre departure drinks served cabin crew excellent provided good service food new club world menu options roast beef excellent older club world product clean maintained time arrival baggage fast Overall excellent flight feels like BA improving offering time providers use COVID excuse service cut backs,0.9867,positive
539,Appalling customer service cancelled flights rebooked confirmed change hotel reservation inclusive booking Hours hours telephone response recorded message cant dont respond emails sent complaints line,-0.7351,negative
540,past November December flew Washington London return strength trip years inflight service quality appears pretty returned pre pandemic status quo ante cabin clean maintained seats comfortable food drinks good including tasty Hertfordshire roast pork return leg BA cabin crews remain best business number bookings book number times flight cancellations contrary experience bookings handled courteously thoroughly number lengthy waits hold present circumstances thats expected good everyday product held amid dreadful time Im looking forward future trips BA,0.9657,positive
541,best experience airline initial flight Dubai canceled Royal air Maroc find new flight minute found booking extremely simple Unfortunately cancel flight day departure called customer service waited 20 minutes speak 15 minutes flight canceled offered refund person line extremely nice understanding willing help dealt nice employee airline got refund credit card day usually chose cheapest flight ticket regardless airline definitely sure check British airways,0.9407,positive
542,BA cancelled original return flight rebooked day later issue enjoyed extra days holiday flexible overlooked rebooking connecting flight LHR fortunate space flight checked ATL aircraft newish excellent condition flight 50 capacity Service excellent staff friendly efficient Dinner good breakfast disappointing little choice LHR BHD leg equally good beginning think BA getting mojo,0.9776,positive
543,Boarding slow uncomfortable account lack air con gate Club Suite cabins 3 4 rest plane cant 20 occupancy reason cabin crew flight cut bare minimum hard certainly work hard covering multiple cabins Despite drink food service business efficient current policy serving courses meant dinner dusted hours real bonus night time flight quality food remains mediocre best pasta dish inedible Club Suite big improvement ancient CW product storage funny arrangement tiny compartments invite losing smartphone definitely misses drawer foot level old CW large screen improves viewing experience IFE system responsive new seats dont significantly aid sleeping particularly theres obvious ridge level base spine Waking hours touchdown definitely recommended order breakfast avoid usual queues toilets Performance flight deck usual high standard arrival minutes ahead schedule Progress border control speedy baggage collection delayed unspecified reasons Overall good flight,0.969,positive
544,Unfortunately flown new club world cabin time incredibly old plane good cabin crew tried trip pleasant possible bad flight entertainment screens unwatchable worked wife post iPad era live food okay special served Apparently crew explained shortage staff afraid BA lot regain standing aviation world competition fierce sit laurels,0.7152,positive
545,Utterly appalling company Weve flown times times disaster time Return flight delayed 24 hours gate tell large group passengers roam round Dubai airport looking BA staff Eventually airline told unmarked stairs angry person told fault given letter letter bus terminal arrived greet literally left contact airline managed find transport hotel got told couldnt choose rooms given terrible dirty cramped room times night called tell flight moved Eventually got board day tray table broken window blind didnt meal compensation offered second time need reschedule flight website assured fine provided link needed phone need phone BA dont bother trying got speak ended booking hotel wait flight rescheduling food terrible meagre portions given infrequently sandwich inedible,-0.9685,negative
546,past 2 years flown British Airways twice ended exact predicament wait day London Heathrow 1 hour flight home Newcastle holidays plane staff fantastic customer service staff Heathrow useless time February 2020 got stuck Heathrow Storm Ciara travelling home work airlines fault handling situation staff airport joke 4 5 staff ran kiosk queue 100 unhappy travellers whilst set mini kiosks unused gates quicker crowd control point queuing 2 hours plus staff decided shut shop end 12 hour battle lucky home flight day sheer luck finally spoke November 2021 decided BA second chance booked New York plane landed late LHR missed connecting flight avoided staff Heathrow assisted held plane short rushed customs manage gate 5 minutes spare plane terminal taken luggage flight told service desk refused let moved later flight layover 10 hours got guest services 12 food voucher spend phone number thought complaints hold 20 minutes found complaints Considering fact avoidable assistance given food voucher 12 cheap days got home raised complaint expressing annoyed waited month response chasing find complaints staff working got response said wanted 20 25 holiday got apology told staff Heathrow better terms good compensation offered,-0.6597,negative
547,Return trip Cape Town Durban Club Class highlighted inconsistency outbound trip December good respects return trip disappointing Check fine apart agent failing label bags priority resulting long wait bag lounge busy complaints went boarding gate check time indicated screen sign activity screen showing gate departure time Shortly ground staff appeared approached said flight delayed 1330 1410 gate changed lower level bus gates informational screens updated delayed time new gate checked flight radar app showed aircraft started Durban flown Cape Town Port Elizabeth Cape Town clear time hope time flight fact looking schedule turn times going late Boarding eventually started 1400 departure 1430 60 minutes late Drinks service started 30 minutes later followed lunch food good wine offering mediocre club standards price good wines South Africa excuse serving poor wine Lunch service quick crew disappeared curtain offering drinks specifically requested Overall disappointing flight lacklustre crew,-0.5859,negative
548,British Airways time admit impressed service Firstly want thank lady assisted weigh luggage flight 16 10 unforeseen circumstances arrived airport 15 40 convinced going miss flight queue long stood minutes realized miss flight went Club check lady incredibly kind believe patience fault weighed luggage able board flight successfully aware airline gives free meals got sandwich drink option choose vegetarian chicken personally love free stuff ditching Flysafair excellent service near future unfortunately Diversity time flew 2018 admit seen diversity cabin crew staff British Airways different staff kind friendly wonderful experience fly guys,0.989,positive
549,recently unfortunate privilege travelling British Airways Detroit Bangalore Given long arduous journey multiple layovers decided spend extra business class ticket quickly dissuaded misconception special spent extra money Business class shoddy service rudeness insolence ground staff experienced frustration insecurity journeys trump stranded London missed connection spending close 3 hours counter rebook flight business class traveller bearing told stand gigantic line wait turn special passengers escorted Club World check asked lady told continue standing come counter freed Needless Finally got turn extra help ground staff running frenzy rebooked come question big corporations lie accountability spend hard earned money gave extra Shame British Airways complete disregard passengers Stop lying update promises,-0.8807,negative
550,flown BA years today poor experience witnessed airline decline sub par service understand tough years airlines BA decline started pandemic truly plummeted Enormous queues JFK BA check terminal 7 priority lane standstill half hour people started complaining miss flights Terrible efficiency check counters times member staff processing people whilst BA staff stood phones chat member staff stopped processing man desperately trying catch flight order start processing jumped interior plane generally filthy crumbs bits food stains marks seating area single wet wipe think hands passengers wiping surrounding area good courteous members staff awful members staff behave unprofessionally particular flight cabin crew swearing colleague plane apparently pulling weight poor proud BA flyer feel like clinging airline status actually provide better service days,-0.1531,negative
551,entertainment selection sub par minimal selections new releases new releases food left desired seats row earphone jack work plane uncomfortably hot cold find medium temp overall basic generic airline,0.296,positive
552,Straightforward friendly baggage drop South Lounge polite conversation lounge indication busy sit considering 1 5m distancing roam entire lounge lugging bags carpeted floor success Gave 20 minutes decided try lounge Arrived actually right actually found sit 5 minutes looking Menu basic eggs hash browns breakfast cakes muffins Ordered frittata hungry way self serve coffee counter basic coffee straight away flies hovering croissants fruit Flight departing gate train rub salt wound told DXB flight usually leaves gone lounge near Looking individual cubicles honest reason choosing business class gave heart doors close till asked artisan crisps biscuits Menu took hour Lunch came hour Asked swap puddings crumble person said surely try clearly apologies trying Portions small plus saw fellow passengers sleeping lunch asked finished Chocolates Lindor special amenities toilets different expect amenity kit basic duvet worth 4 times regular ticket Naive trust claims world class standards,0.9657,positive
553,arrival Warsaw Airport check zone announced flight board guess ask random people finally found check desks luggage drop check appalling took 1 5 hours bags checked half way queue process disorganised slow thing want looking 2 small impatient kids Lady Warsaw Airport supposed direct passengers correct queue useless check desk Euro Traveller Club Europe bag drop check Flight left delayed pilots managed catch landed small delay crew plane nice attentive Luckily air experience better sort ground service Warsaw Airport,-0.5994,negative
554,Glasgow check desk open Huge queue business check took close hour bagdrop Getting aircraft Glasgow hello crew getting normally find BA cabin crew nice Breakfast tired looking croissant BA lounge Terminal 3 keen new table service Poor choice miniscule portions Lounge staff nice directions arrival LHR coach transfer T5 T3 packed like sardines social distancing flight LHR Pisa delayed boarded sat aircraft 2hrs 30 mins Captain advised tow truck push eventually arrive baggage handlers load containers drinks offered waited Food worth mentioning far Club Europe goes worth extra cost priority baggage belt Pisa seats economy seats centre blocked officer summed arrived Pisa Sorry folks trip pretty poor BA right return trip Hogmanay left time Ive flight Pisa left time Pisa lounge nice food choice laughable board gave food miss Heathrow Glasgow Flight left time Food antipasto sort declined cases Club Europe worth money economy cabin thought BA food onboard service cabin,0.8316,positive
555,years unable fly second home South Africa COVID fantastic board BA flight CPT Club Suite seats 1K 2K boot seats huge improvement old yin yang CW seats terms privacy ease access IFE screen cabin felt densely occupied seats uncomfortable lying flat Storage mixed blessing fussy little compartments decent sized drawer old CW meaning laptop stored food onboard woeful serving courses time mean dinner service isnt dragged Cabin crew went business dutifully little enthusiasm usual queues toilets flight uneventful landing time CPT efficient arrangement checking forms immediately leaving airbridge queues immigration good,0.921,positive
556,paid 1189 round trip flight London premium economy bumped seat flight told Id issued refund Instead issued refund contact different methods phone website Twitter finally email told Id getting 229 16 half 589 paid upgrade Instead refunded 14 58 emailed told Id getting 115 16 emailed saying doesnt add original told getting simply replied Thats final Turns meant taking initial refund 14 58 getting 115 16 total emailed asking changed theyve respond called morning explaining politely calling hung,-0.2411,negative
557,nice return flight BA add previous review like BA organises boarding disembarking processes groups super comfortable 100 passengers jump sweat queue gate A320 new cabin fresh feeling nice mood lighting Row 1 enhanced legroom makes 1 hour hop comfortable amazing staff attentive accommodating Gold level passengers coming asking help needed Lovely humus beetroot quinoa salad food Great WiFi competitive pricing think great food alcohol offered buy online travel classes Domestic T5 arrivals breeze,0.991,positive
558,Overall lovely flight BA Edinburgh Christmas holidays Lounge ok worn staff food nice better travelled time plane old cabin felt fresh clean temperature perfectly adjusted liking 22 23C funky lighting seats Economy pretty comfortable 1 hour hop better Air France enhanced legroom row 1 wonderful Gold card passengers BA automatically reserves row 1 Club Europe enhanced legroom think great touch crew especially purser phenomenal extremely friendly adaptive needs professional leaving pleasant flight aftertaste Afternoon tea catering lovely short flight sandwiches scones tasty actually fan presented simpler meals board opinion tastier feeling trust quick hop BA ticked marks comparison CDG LHR leg Air France presented chic cold starter looked bit complicated duck terrine unappetising KLM served super nice simple Chicken Caesar paper box big drawback wing experience T5 queue long decided regular lines instead disappointing given money regular flyers companies spend earn Gold status flight importantly crew completely negated drawback flight 200 way 600 return incl transfer Kirkwall pretty expensive service like worth money,0.9966,positive
